Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
850,-0.086137,0.223993,1.694647,0.78071,-1.485285,-0.362106,2.25035,0.863058,-0.285486,-0.605897,1.590676,-0.730219,-1.104051,0.914313,0.376244,1.218649,-2.435541,1.032802,1.087264,1.443259,-1.231536,0.270685,1.156294,-1.871423,-1.630161,-1.184957,0.316455,-1.184426,320.82,0
860,0.532909,-0.899949,1.367794,-0.221014,-0.883604,0.050886,-0.476502,1.389785,1.273699,1.317926,0.158271,0.568862,-0.657645,0.964228,-1.463383,-3.057373,0.491269,-1.022082,-1.042087,-0.258126,-0.591276,-1.310501,-0.569998,1.298258,-0.679354,1.292123,-0.39236,-1.377468,53.24,0
870,0.444812,1.087789,0.115652,1.21148,-0.110698,-0.113314,-1.269566,-0.124451,-0.28426,-0.973739,0.669686,0.508568,-1.58567,-0.216321,-0.325294,2.812323,-1.300515,0.680829,0.079493,1.358797,1.303899,-0.865017,0.013427,-0.785572,1.151998,1.311186,-0.512312,0.008993,425.72,0
880,0.810982,0.240603,0.076153,-0.302678,-0.241733,0.818826,-0.827595,0.49468,-0.709076,0.088805,-0.084703,-1.120566,-0.292988,0.264121,-0.112106,0.414699,1.719791,1.774304,1.381558,-0.32291,-0.610385,-0.480649,0.26752,0.873924,1.074658,-0.045125,0.386123,0.506388,483.91,0
890,0.052793,-1.154064,-0.336383,0.414797,-0.09673,1.003062,1.370076,-1.127761,0.006781,0.580722,-0.685022,2.184225,0.012887,-0.384358,1.850822,3.370855,-0.232655,0.172262,-0.010268,1.692294,0.222524,0.881297,0.035296,-1.405997,2.73111,0.334289,0.442735,1.8105,12.42,0
900,-3.159554,0.654484,-0.08377,-0.937521,-0.496952,0.219313,-1.338937,0.01907,-1.954026,0.088353,2.001224,0.504441,0.989401,-0.259468,2.70018,-0.864834,-0.692944,-0.661721,0.543942,-0.182952,-0.777908,0.714472,-0.812714,0.189827,0.25058,-1.961634,0.588869,0.132488,291.4,0
910,-0.608523,-0.915625,0.292714,0.500626,0.314517,1.052472,-0.14143,0.592065,0.412484,-0.67054,0.344684,-1.72982,3.264386,2.38884,-1.759989,-0.702248,1.046011,-1.329107,-0.908672,-0.367557,0.771055,-0.751085,-1.982532,-0.281913,0.694815,0.281752,0.116822,1.20587,182.03,0
920,-0.445813,1.682722,1.082938,0.796167,-0.310122,0.245671,0.066087,-1.056787,-0.819027,-0.739344,-2.352234,-1.219488,0.48073,0.120988,0.700891,-1.708695,0.124435,0.473158,0.317387,-2.006512,-0.522494,0.949184,0.217551,-0.133234,0.905986,2.012577,0.531158,-1.938696,471.71,0
930,-1.752158,0.095326,-0.950943,-0.75513,-2.269533,0.82655,-0.673512,-0.077692,0.523231,0.36133,-0.843192,0.64639,-1.032696,0.321334,-0.039398,0.60779,0.518949,-0.142439,0.297235,-0.98159,-1.897749,-0.096281,0.26141,-1.210442,-0.603148,-0.034469,0.834524,-1.550255,103.4,0
940,-1.080213,-0.255459,0.23354,0.566765,-1.51554,1.176253,0.557007,-0.89181,0.467085,-0.596376,-0.230158,0.378218,1.797153,1.577036,-1.530539,0.199397,0.521757,0.507614,1.387928,1.113286,-1.034324,1.169743,-0.994076,0.447293,0.351897,-1.533812,0.716539,1.09714,389.02,0
950,-0.514947,1.0744,-1.850291,-0.090386,-1.335879,-0.797474,0.132951,0.836154,0.272178,-0.097674,-1.435765,-0.852733,0.758235,-1.387462,0.868906,3.385758,1.073953,-0.06053,-0.63009,0.823277,0.309514,0.307973,0.253008,-0.089755,0.496122,0.745846,0.745531,0.983113,78.99,0
960,2.174128,-3.810753,1.159234,-0.294476,-1.097706,1.625884,0.182736,-0.564322,0.306944,0.788596,0.658267,-0.781357,-0.158366,-1.073253,-0.420608,-1.165517,0.351473,0.332636,-1.100398,1.686947,1.510352,-0.022085,-0.499944,-0.590913,0.824835,1.520677,-0.304758,-0.065583,1099.89,1
970,-0.800892,1.243964,0.910653,0.780987,-1.746684,-0.210889,-0.262318,0.685709,-0.143631,0.069348,-0.868571,0.659687,-1.032366,-2.089378,-0.551587,0.091423,-0.709392,-0.679436,-0.712213,0.008751,-0.923159,-0.077374,0.578901,0.603172,-0.089816,0.049885,0.281004,-0.013545,260.19,0
980,-0.56602,1.798008,-0.469553,0.409838,-0.059058,-1.351796,0.080073,0.674693,0.464097,-0.504781,-1.498213,-0.209816,-2.280614,0.72966,1.740352,-0.04979,-0.055239,-0.989605,0.171247,1.893063,-1.784184,-1.721533,-0.009358,1.078659,0.938948,1.621885,-1.073794,0.37252,131.05,0
990,0.79484,0.095095,-0.035416,0.766456,-0.751055,-0.145501,1.37095,0.728981,-0.181687,0.961466,-0.180775,-0.216955,-0.476428,-0.197684,-0.617445,0.888762,-1.989524,0.753029,0.2188,1.650229,0.40651,-0.606727,1.555226,0.04122,0.782319,0.27162,-0.028211,1.576619,162.95,0
1000,-0.074652,-0.266662,-0.439073,-0.2816,-0.228964,0.192484,-0.118176,-0.056588,-1.713962,-0.109616,-1.957774,-0.506277,1.381305,-0.46412,1.224752,0.704894,-0.932301,0.788528,-0.603944,-0.692813,-0.008804,0.669226,0.174837,-1.066471,-1.127116,1.171607,0.50784,0.056346,99.6,0
1010,2.960584,-0.4431219999999998,0.227081,-1.617188,0.512857,-0.068818,-0.478259,-0.43474,1.031234,0.411494,0.831227,1.093031,-1.504793,2.435768,-0.087265,-0.245828,1.030717,-1.569986,0.00276,1.939588,0.224397,-0.106141,-0.669803,1.867539,-0.517514,-0.168173,0.15643,-0.642994,1777.98,1
1020,-0.36045,1.858021,-0.008114,-0.633039,-1.109138,0.602068,-0.093681,0.985429,2.865397,0.169729,-0.954137,-0.227859,1.548998,0.387058,-0.141835,-0.05038,0.385723,-0.385325,0.206549,1.969755,0.308249,-0.623551,-0.481005,0.05456,0.142688,-0.963215,-1.275872,-0.512996,371.11,0
1030,-0.028072,0.222695,-0.680458,-0.21539,-0.656589,1.359538,-1.716586,0.264398,-0.250639,-0.004494,-0.299688,-1.810497,1.379555,0.423487,-1.935904,1.398563,1.16512,-0.546918,-0.015347,0.526087,1.251912,-0.390471,-0.124207,-0.149726,0.269234,-2.278811,0.955623,-0.654833,472.14,0
1040,0.411676,-0.519302,-1.270428,-0.006277,-0.336287,0.3086,-1.691184,1.89621,-1.893843,0.925061,-2.164609,0.086477,0.050711,0.887875,-0.778485,-0.474589,0.571409,0.785064,-0.712195,-0.549316,-1.27411,0.258273,0.454007,2.044387,-0.90515,-0.103132,-0.986755,0.590837,329.54,0
1050,-0.2374,0.243026,0.15122,0.52635,0.864412,0.295003,1.126465,0.868363,1.475375,-0.544437,-3.241713,1.195484,1.549425,1.274786,0.169663,-0.088981,0.028567,-0.398667,-1.116195,-0.314403,0.866936,-0.277139,0.313496,0.714469,0.748581,-2.354795,-0.138781,0.980789,232.66,0
1060,-0.259651,-0.108163,-0.90228,-0.030723,-0.034508,-1.918701,0.548941,-1.501457,-0.479699,0.335329,-1.070276,-1.472184,0.189936,-1.268325,-2.922646,-0.52523,0.958955,0.893128,-1.053482,-0.906338,-0.434191,-0.197474,-0.43761,0.009217,0.229596,0.246708,0.039946,0.222943,61.35,0
1070,2.661465,0.075323,0.057438,-1.169629,1.130273,-0.494786,0.860998,0.074436,-0.132389,1.862015,0.641748,-1.790605,-0.71234,1.870764,-1.596216,-0.395624,-1.989134,-0.332467,0.23139,0.891495,0.324225,-0.393202,-0.135141,0.136156,-0.316515,-0.301921,-0.156539,2.071125,233.44,0
1080,-0.931791,-0.81988,0.019428,1.02626,0.146468,0.29822,0.671474,0.575862,1.674588,0.904851,0.173287,0.145758,-0.614973,1.103233,-0.966217,0.572586,-0.573764,-0.424328,0.960219,0.217552,0.200281,-1.471749,0.298927,0.589841,0.185346,-1.878942,-1.260935,-0.382141,404.81,0
1090,-1.360731,0.349359,1.103322,-0.220826,0.474226,-0.873668,0.371707,1.816439,1.049101,1.01022,1.167076,-1.76794,-0.741539,0.204164,-0.228256,0.513318,1.283432,-2.485739,0.878913,1.137071,-1.387704,1.056835,-0.286727,-0.585315,0.617853,1.010331,-0.66897,0.151237,87.26,0
1100,0.000291,-0.944628,0.514851,-0.909601,1.468814,0.220645,1.276334,-0.445654,0.139078,1.118838,-1.949629,1.322113,-0.642199,0.550116,0.127589,0.935545,-0.935667,2.214342,0.444987,-0.475361,-1.913719,0.354479,-0.204913,0.756109,-1.203606,1.210752,0.457259,-1.273492,364.73,0
1110,2.262285,-3.675732,-0.78596,-0.701642,0.900149,0.1754,-0.989524,0.153243,-0.48351,0.321552,0.623842,-0.838998,-0.217041,-0.001945,-1.011076,-0.431809,-2.201707,0.744572,-0.761329,-1.530363,-0.519548,-1.11517,-0.571199,-1.002884,-0.299852,0.224612,0.681924,0.919727,1618.88,1
1120,-0.278364,1.019212,0.072159,-1.203111,-0.230915,1.31605,-0.346547,-0.244794,0.523218,0.046064,-1.156611,-1.385056,0.670701,1.731045,-0.80044,1.120985,-0.958683,-1.149063,-1.80761,0.243368,1.911666,-0.468943,0.580637,0.083565,-0.826746,1.040728,0.689935,1.055435,490.25,0
1130,-1.430203,0.054534,-0.275754,0.546605,0.069019,0.811231,1.159376,-1.897284,-0.766442,-0.975796,1.681157,0.903455,0.62355,-0.255795,-1.091409,-3.15538,0.705987,0.304102,-2.642564,-0.414474,-0.011401,0.368289,1.788399,0.008934,1.378922,-0.324089,0.709445,1.494648,428.26,0
1140,0.570235,-0.611298,0.405917,-0.349306,-0.452167,-1.414024,0.28465,0.926509,0.112088,-1.17617,-0.002673,1.132157,0.175282,-1.862076,0.24164,-0.947972,-0.209165,-1.086113,-0.978387,-0.302933,-0.019656,-0.190837,0.922905,0.147567,0.359284,-0.142798,0.395216,-1.133164,75.16,0
1150,0.482298,2.163409,-0.091063,0.064286,-0.654298,-0.777475,0.509578,0.598312,-0.032561,0.141154,-1.489426,0.422666,-0.612783,0.56873,-1.666612,0.520918,0.571639,-1.567979,0.10964,-0.347638,0.632061,-0.275533,0.186315,-0.006746,0.499785,-0.145804,1.426284,1.589725,468.05,0
1160,-0.723776,2.24139,0.227477,0.184274,1.386234,0.032249,0.269904,-0.88964,2.031749,0.405879,1.291134,-1.218757,-0.723885,-0.49148,0.890079,0.80861,0.865474,0.415429,1.360278,2.893528,-1.31014,-1.503134,1.169716,-0.266939,-0.180004,-0.198733,1.821035,0.644233,497.39,0
1170,4.837696,-3.238652,0.490024,-0.872184,-0.268052,0.078427,-1.001446,-0.063329,-0.295378,0.446987,-1.082964,-0.319665,0.006049,-1.944246,1.779605,-0.091255,0.473086,-0.989595,0.48339,1.951965,0.286805,0.53807,-0.437877,-0.120478,1.384551,-0.855004,-2.034029,0.569846,1021.22,1
1180,0.069623,-1.756808,-1.335913,-0.676874,-0.507847,-1.415124,-0.254572,0.283151,0.185592,-0.740249,0.943407,-0.093288,0.234335,0.37692,-0.751804,-0.444161,1.012169,-0.307768,-0.78919,-0.242545,-0.212927,2.348556,-0.356277,0.461768,1.537406,0.438755,0.184156,-1.260196,317.06,0
1190,0.949538,0.953389,0.883851,0.33999,0.505487,1.744688,-0.534619,1.794263,0.805542,0.286062,0.465781,1.034953,-1.290865,1.126704,0.828335,-2.038497,-1.114695,-1.509136,-0.171852,-0.86049,-1.146035,-0.907699,0.596338,0.270241,1.021863,1.929432,1.109182,0.262299,97.31,0
1200,0.035556,1.824818,0.538776,0.06392,0.01248,0.197004,1.54441,-2.227852,-0.644986,0.30762,0.022197,-1.412415,-0.537866,-0.119774,-1.494277,-1.586529,0.85132,-0.476122,0.954616,1.375034,3.243376,-0.727203,0.707245,1.664381,-0.801911,1.473117,-2.120205,1.659389,403.36,0
1210,-1.165767,0.209726,-0.714535,-0.315409,1.038195,-0.220807,-0.737772,1.843266,-0.145489,0.281587,-0.227565,0.235757,-0.14392,0.987029,0.491059,0.654334,0.887522,0.822636,-0.507893,2.222925,-1.13772,2.076015,-1.3573,-0.600327,-1.687944,-0.315893,1.082335,0.699154,249.07,0
1220,0.166008,-0.823021,-0.058251,1.654102,0.272094,2.101884,-1.119694,0.817756,-0.415088,-0.151251,0.648198,1.191551,0.50653,0.608526,1.141971,-0.481621,-0.685289,0.560633,1.527409,1.45783,-0.499338,0.386576,-0.77057,0.059445,-0.402472,0.851117,0.254006,0.72111,122.28,0
1230,-0.253051,-0.188272,1.637933,-2.645231,-2.17399,-0.936103,-0.335574,-1.320148,0.935144,2.086679,0.667695,-2.908814,-0.505093,-0.628534,0.483952,-0.167343,0.886606,0.225252,0.580213,0.263625,-0.595598,0.448246,-0.132802,0.15257,-1.643941,-0.724562,0.53324,-0.484766,20.54,0
1240,-0.706665,-0.583955,-1.92071,-0.515138,1.570988,0.806521,-1.387705,-1.687997,-2.202939,1.596864,1.849959,0.427382,-0.385443,-0.919995,-0.007876,1.646416,-0.041911,0.001907,-0.941518,0.160521,-1.149022,-0.381486,2.363006,0.242744,-0.78351,-0.63719,1.669562,-1.332643,11.85,0
1250,1.774403,-0.652803,-0.327665,-0.554977,0.387303,1.449665,0.061082,0.55776,-0.338846,0.464558,0.951742,1.190017,0.192521,0.418356,-1.250735,-0.092421,0.632416,-0.027719,0.86718,0.867958,0.097985,0.91682,1.97236,0.848052,-1.033999,-1.374699,0.971141,-0.632246,407.59,0
1260,1.103116,-0.216293,-1.385524,-1.445797,-1.197063,0.461741,0.618352,0.760785,1.06544,0.330333,2.041881,1.379908,-0.837554,0.312313,1.32963,-2.084785,-0.813895,-2.361883,-1.681326,-1.94341,0.349723,0.683088,-1.193979,0.060383,-0.647901,0.249034,0.838347,-0.228024,40.09,0
1270,-0.034254,-0.952135,0.174035,1.729083,-1.063662,0.126868,-0.168562,1.408972,2.15749,-0.862596,-0.671208,1.374161,-1.381035,0.058125,-0.908708,-0.381846,-0.518195,1.885281,1.088744,1.035941,1.090289,-1.156571,-0.813083,-1.162309,-0.893293,0.8536,-0.599974,-1.037538,265.85,0
1280,-0.901784,-0.530561,-0.021083,-0.612707,-0.585584,-0.540573,0.855759,-0.211722,-0.19103,-0.311888,-1.472837,-0.659367,0.169956,0.57527,2.265136,-1.059606,0.447727,0.156611,-0.73649,-0.655007,0.617469,1.08189,1.278782,0.078332,-1.603684,1.779895,0.92297,0.797557,429.62,0
1290,0.005204,-2.648145,-1.205614,-2.619071,-0.17331,-1.112877,-1.669162,0.007844,-0.639502,-0.344875,0.023497,1.042315,-1.048544,-2.929447,0.080493,-0.447926,0.102339,0.464107,-0.69006,0.604237,0.603887,1.592914,1.068743,0.286344,-0.190042,0.264301,-0.120916,-0.895635,128.18,0
1300,-0.692665,0.792198,1.01723,-0.269105,0.16457,0.818998,-0.988503,-0.390864,1.745222,-0.017963,0.173146,0.089164,-1.654358,0.996774,-1.543376,2.375109,-0.47837,0.53098,0.289924,-1.000746,-1.810081,1.05086,-0.621762,1.286249,0.176155,-0.775715,0.946489,0.595326,123.95,0
1310,-1.798198,1.919644,-1.220467,-0.119242,-1.49406,1.991213,-0.494618,-0.267533,-0.772439,-0.521008,0.516488,0.757283,-0.333051,1.830004,-0.950632,0.997064,0.870868,0.0465,0.753631,1.324409,1.152795,-0.746018,0.003171,-0.245664,-0.290302,-1.114665,-1.228805,-1.258436,441.61,0
1320,-0.651539,0.016882,0.802881,0.693348,1.411398,-1.143888,0.151744,-0.936128,0.942443,-1.367207,2.317867,0.510809,-2.583185,-0.938537,1.999202,0.566155,-0.625118,0.113815,-1.909182,0.886361,1.600395,1.810997,-1.650776,0.261811,0.941547,0.287808,0.709461,-0.399415,127.83,0
1330,0.600275,-1.250275,-1.464467,0.903957,-0.246249,0.945626,-0.166413,0.391061,-1.4491,-1.673148,-1.289593,-0.381958,-1.245422,0.681633,-0.59097,-0.734188,2.231594,0.134414,0.04284,-0.635955,1.120817,0.540084,-2.246529,1.010468,0.827829,-1.124293,2.008084,1.098065,200.13,0
1340,-0.678313,2.243274,0.216899,0.073444,0.720157,0.796676,-0.717496,1.194449,0.291918,-0.10823,-0.271153,-0.268538,-0.023683,0.320362,0.037708,0.474993,1.197306,-0.541631,0.518253,1.590381,-1.650868,-0.540956,0.525955,-0.443678,-0.595163,-0.413605,2.347997,1.314512,479.62,0
1350,-1.085556,0.550336,1.401378,1.04951,-0.543549,1.709141,0.727758,-0.043454,0.078349,0.684464,-0.801737,-0.094463,1.263006,0.467539,1.514818,2.983977,2.315475,0.434727,-0.714808,0.598181,0.409034,0.497693,-1.13078,-2.013034,-1.643569,0.090056,0.178058,-0.709953,30.26,0
1360,1.212475,1.279853,1.240622,-0.834557,0.837911,-0.61807,-1.576523,0.039383,-0.604332,0.491282,1.049873,0.088689,0.194951,0.535749,0.510885,0.547851,0.5133,1.420578,-0.448567,0.244969,-0.97496,-2.476611,-0.30648,0.96828,-0.085729,0.869944,1.756072,-0.319109,415.91,0
1370,1.901832,-1.034682,1.413039,1.38303,-1.795952,-0.763674,-1.998402,0.174758,-2.340758,0.274668,0.56611,1.933056,-1.207376,-0.552423,-0.123919,1.367836,1.115669,0.642193,-0.470282,1.661444,0.902585,0.544517,0.525226,0.227394,0.922132,-0.719257,0.61374,2.169704,46.92,0
1380,0.966719,0.141463,-0.679112,1.457441,0.681354,-0.085055,-0.308959,0.723636,-0.897497,0.104795,-0.293016,0.118856,-0.218481,0.254558,-0.633085,-1.671131,-0.569617,-0.207019,-0.57632,-1.540875,-0.337714,0.009387,-0.05089,1.025633,1.194881,1.176046,0.440783,2.184235,339.19,0
1390,0.174205,0.415139,0.517533,1.098107,0.943362,1.198742,-0.337432,0.696002,0.358647,-0.58751,0.363164,-0.767664,-0.177112,0.603343,-0.086271,-0.738134,-0.043692,-1.264344,1.576984,-0.843129,-1.004616,-1.369977,-1.310216,-1.341186,0.448922,-0.688952,1.310001,0.043999,384.87,0
1400,0.727264,-0.008629,-0.83128,1.688191,-0.436565,-1.745048,0.299589,-0.393305,-0.325266,-0.099343,0.425704,-0.773227,-1.623575,-0.814622,0.754165,0.57099,-0.064742,0.042143,0.206298,-0.640746,1.406503,1.207208,0.813662,-1.107544,-1.059217,-1.551103,-0.177445,-0.260467,312.92,0
1410,-0.363415,-0.077072,0.412607,-1.932693,0.439673,-1.27789,0.44603,-0.587039,-0.590847,-0.912864,0.508512,0.535906,0.589349,-0.754651,1.415627,0.213495,-0.998822,-0.391779,0.432986,-0.35965,0.278791,1.632972,-1.510721,-1.676376,0.513754,1.900088,-0.986031,-0.067309,179.9,0
1420,0.171601,-0.670968,0.776616,0.620386,0.433033,0.202115,1.055608,1.94655,1.192396,1.057832,-0.276812,1.345619,-0.67811,-0.990334,0.538476,-0.172,0.56319,0.214551,0.454535,0.161354,0.301599,0.83071,-0.241594,1.012625,1.801278,-0.318568,0.472833,-1.172802,477.81,0
1430,-0.491269,0.289751,0.094976,1.764764,-0.516723,0.085195,-0.050634,-0.266066,0.038654,-1.225427,1.126758,0.118303,1.065474,-1.278992,0.949873,-0.31889,-2.007186,0.162258,-1.161991,0.38049,-1.136709,1.045128,-0.110246,-1.013657,-1.353333,-0.572486,1.114968,0.208746,75.41,0
1440,1.522612,-1.572886,0.21845,-1.278213,-0.001061,-0.203733,0.245236,0.395203,0.81482,-0.052673,-1.436443,0.298075,0.644084,-1.106582,0.349199,0.290563,0.090075,3.721632,-0.583339,-1.258438,-1.064612,0.133384,0.712535,0.291621,1.027454,1.538861,1.308134,-0.563155,14.02,0
1450,-0.786546,0.189147,0.408974,1.437727,-0.133811,-1.189524,-1.620951,0.190348,2.183633,0.0115,-0.779312,-0.536746,0.295166,-1.349055,0.658898,-0.215075,-1.058763,-1.136931,-1.412014,-2.172553,-0.107501,-0.744498,0.389517,0.2765,-0.475939,-0.332021,-0.797067,-0.159223,409.26,0
1460,-1.360451,-1.292714,1.916215,0.054355,0.050876,-0.311088,2.001551,-1.109917,0.231498,1.222002,-0.852505,0.751744,-1.210507,0.328434,-0.083252,0.764655,0.45401,-0.998965,-2.141696,-0.866248,-0.034193,-1.112431,1.892299,0.096421,-1.707046,1.637032,-0.795949,1.024051,288.94,0
1470,-0.843061,0.800872,1.90263,1.722849,-0.248752,0.068876,-0.555782,0.021827,0.279874,0.628337,0.718938,-0.246834,2.04509,-0.200408,1.076944,0.155731,0.113299,0.033083,-0.538156,0.074481,-1.80977,0.069176,-1.16527,-0.120478,-0.711715,-0.740352,-0.464809,0.840903,466.51,0
1480,0.008427,-0.281828,0.807888,-0.342343,-0.013214,1.46757,2.444264,-0.190115,-0.525191,0.265701,0.489452,0.96048,-0.073949,-0.734061,-0.076368,-0.699253,-0.569287,0.254431,-0.307802,-0.612434,-1.754196,0.068994,-1.340173,0.389384,1.228737,1.481504,-0.505353,-1.122657,150.81,0
1490,-0.186204,2.430364,0.136915,-0.877993,-0.205668,0.186609,-2.619285,-1.313621,0.424222,-0.110924,0.990219,-0.400654,0.157483,-0.452543,1.358123,1.125933,0.384599,-1.156174,0.96687,0.432984,2.187296,0.090155,0.166948,-0.197108,-0.361806,1.038099,-1.559973,-0.85944,496.2,0
1500,0.726245,1.474507,-0.390285,2.577962,-1.050571,0.222302,0.892284,1.199369,1.068715,-0.489637,-1.019981,-0.780772,0.070863,-2.0431,-0.646566,-1.625569,-1.064244,1.121058,1.404401,-0.629135,0.2461,-0.589361,-0.896825,0.248863,2.574841,0.637041,1.003492,0.470739,413.83,0
1510,-0.474305,0.693668,-0.674861,0.502944,0.033359,-0.341107,-0.402849,1.313944,-0.187425,-0.810374,1.186749,0.89401,0.114475,-0.296822,1.183852,0.197622,-1.761376,-2.192414,-0.433062,0.26106,1.886069,0.288516,-0.542572,1.127288,-0.803293,-1.139242,-0.925572,-1.501264,444.84,0
1520,0.438527,-0.852958,0.439698,1.309847,-1.113505,-1.404048,-0.694993,0.720031,-1.040986,2.996911,1.065945,-0.148124,-1.195348,0.860518,-1.499267,1.760039,1.177082,-0.696347,-1.55806,0.583229,1.232778,1.776637,0.937823,1.311003,1.168765,0.30269,0.900395,-0.373593,408.23,0
1530,-0.401041,1.229951,0.475316,-0.130301,-0.049922,1.293526,0.716123,-2.062889,0.478369,0.2049,-0.553283,-0.587903,0.670601,-0.673873,-0.805439,-0.432106,0.17424,0.259516,-1.029901,-0.294722,-1.046794,-1.219562,-0.034256,0.37055,-1.654594,-0.501779,-0.951929,-0.90181,186.46,0
1540,-0.134935,-1.420223,0.451361,-0.380952,1.849803,-0.378069,-1.044598,-0.590095,-1.79456,0.944941,-0.990377,-0.518693,-0.923323,1.293594,-0.120471,0.22949,0.866016,-0.370931,0.028555,-1.379973,0.80288,-0.547862,1.099518,-0.101899,0.362319,1.671526,0.852537,-1.567842,10.58,0
1550,3.705542,-3.445014,-0.207268,1.335183,-0.424921,-0.36126,0.264493,0.831945,-0.52518,1.292024,0.006546,0.61528,-0.4618,0.994206,-0.105407,0.264762,1.236986,0.681652,-1.104137,-0.128931,0.532732,-0.206313,-0.565437,0.414079,-0.380935,1.297771,-0.979406,0.758801,1173.88,1
1560,1.567772,-3.676146,-0.853227,0.761302,1.151588,-0.95319,-0.178266,-1.018138,-0.931231,1.198025,-0.157514,-1.317658,-0.63914,-0.208359,0.550369,-1.282121,-1.280156,0.150845,-0.393008,-0.642125,0.459739,-0.47906,0.005977,0.612224,-0.517959,1.679347,0.588567,-0.57343,305.37,1
1570,1.489508,0.862665,0.959673,0.876141,-0.624422,-0.111736,0.578529,0.558978,-0.741484,0.946881,0.012743,-0.610547,-0.713218,2.271241,-1.597655,-0.781553,0.948475,-0.274376,-0.004151,-0.359685,-1.278124,-0.073582,-1.492155,0.483178,-0.184971,-0.539542,-0.042915,0.793029,290.21,0
1580,0.364423,-0.494446,0.677923,-0.630454,-1.0133,-1.415216,-0.588063,0.35562,0.842443,-0.40921,-1.392588,-1.294483,2.199121,0.335049,0.407141,1.743492,-0.695496,1.151469,0.923585,-0.993819,0.078033,0.778543,-0.021192,0.066206,0.140339,-1.78668,-0.161997,-0.020438,468.93,0
1590,0.190046,-0.151719,0.070518,-0.54029,0.774412,-0.464174,-0.813646,0.160372,0.848917,-1.81073,-0.958612,-2.011997,0.198264,0.86361,1.319544,1.629768,0.895973,-0.279118,-0.160879,0.167665,-0.835897,-0.669516,0.718993,1.337241,1.424295,1.249718,-0.730101,-0.052958,428.68,0
1600,-0.343997,-0.674941,-0.27923,-0.586,-1.260475,1.425295,1.1209,0.606492,-0.30668,-0.596826,-0.749201,-0.867697,-1.32874,0.486555,-0.742116,1.904351,0.618912,1.328216,-1.081718,1.640945,-0.982733,0.351534,-1.364635,-0.080382,-0.648566,-0.034021,0.209353,0.187763,44.45,0
1610,-0.38537,-0.322242,-0.614197,1.147757,0.408562,2.250076,-0.447662,2.237225,-0.261369,-0.224054,-1.503438,-0.425742,-1.184845,0.005292,-0.192697,-0.736363,0.454904,0.182247,0.171997,-1.466069,0.058237,-0.748642,-0.683553,-0.071344,-0.282612,0.168032,1.595329,-0.864947,420.06,0
1620,2.5550129999999998,-0.9692050000000001,0.299492,0.455231,0.531991,-0.327894,-1.051006,-0.17852,-0.358893,0.984669,1.090666,-0.787308,1.433118,0.334519,-0.039941,-0.054584,2.710401,0.251238,0.336199,-0.228382,-0.360245,-2.171821,-2.792925,-0.052561,-0.339483,-0.131549,-1.332665,1.560087,872.68,1
1630,0.542124,0.35808,-0.612068,-0.248734,1.308017,0.300779,0.373993,-0.363406,-0.043636,1.646435,1.04267,-1.43029,-1.000607,-1.322738,-0.050153,0.072254,0.117611,-1.438258,-1.212809,0.085275,1.556827,0.135374,0.538435,0.517337,1.491009,-1.607746,0.126297,0.518745,157.42,0
1640,0.118912,-1.115789,0.820748,-1.062535,-1.968323,-0.525001,0.664858,0.245199,-0.587139,1.556632,-0.590953,-0.849893,0.182068,0.744938,-0.649159,-1.136253,-2.695366,-0.460591,0.941024,0.130934,-0.136737,-0.8035,-0.141795,0.82017,0.822247,0.412493,-1.803327,1.028927,274.88,0
1650,0.38726,-1.183734,-1.237508,0.403928,-0.109002,-0.788674,1.192097,0.147592,0.542987,0.386814,0.710903,-2.056678,-1.141393,1.328324,0.961491,-0.164729,0.31145,2.005554,-1.28464,-1.720048,-0.722013,-0.590012,-0.762291,-1.416706,-0.186713,0.931246,0.604201,-0.209921,396.29,0
1660,-2.103145,0.67904,-0.671243,0.068758,0.937983,-1.805505,1.052415,-0.104223,2.371771,-0.819509,-0.851261,0.11109,0.881383,-0.056439,-1.138935,-0.635134,-1.480909,0.571034,0.27188,-1.788439,-1.350121,-0.359676,-0.45325,-0.114466,-0.193614,-0.540644,0.800139,0.054499,149.78,0
1670,-0.264194,0.965615,0.248967,-1.905339,0.01006,-1.76596,-2.102102,-0.173025,0.955484,0.674887,-0.632081,-0.695968,-0.435831,0.371793,-0.79679,-0.71464,0.860555,0.368697,-1.181726,-1.170474,-1.28257,-0.370766,-0.999817,0.296857,0.5681,-0.147426,0.722586,-0.87743,120.69,0
1680,-0.097363,-0.200519,0.533959,0.293176,-0.930691,-1.117204,0.756031,-1.258825,1.270971,-0.14721,-0.871396,-2.320153,1.575481,-0.539014,-0.110348,-0.450707,-1.147286,0.921941,0.015913,-0.034584,-0.223659,1.614227,-0.074941,-1.479205,-1.714112,0.206394,-0.212189,0.380267,357.71,0
1690,1.182609,-0.284474,1.908783,0.407697,1.343279,0.891506,1.362227,2.057314,-0.877063,0.742177,0.146992,0.436196,0.15012,-0.28472,0.734013,0.932609,-0.158925,0.428062,0.083438,-0.474749,0.598694,2.004151,0.56092,-1.642701,0.634466,0.80125,2.721089,-0.244887,295.27,0
